tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,Price,Years experience ,no of s project done
CPF000ETT15000016,Tender for Panel of Recruitment Agencies for Temporary Staff,Central Provident Fund Board,02-09-2015,Awarded to Suppliers,Business Edge Personnel Services Pte Ltd,707.66,1,1
CPF000ETT15000016,Tender for Panel of Recruitment Agencies for Temporary Staff,Central Provident Fund Board,02-09-2015,Awarded to Suppliers,CAPITA PTE. LTD.,885,1,1
CPF000ETT15000016,Tender for Panel of Recruitment Agencies for Temporary Staff,Central Provident Fund Board,02-09-2015,Awarded to Suppliers,ML Consulting Pte Ltd,492.35,1,1
CPF000ETT15000016,Tender for Panel of Recruitment Agencies for Temporary Staff,Central Provident Fund Board,02-09-2015,Awarded to Suppliers,RMA CONTRACTS PTE. LTD.,139.06,1,1
CPF000ETT15000016,Tender for Panel of Recruitment Agencies for Temporary Staff,Central Provident Fund Board,02-09-2015,Awarded to Suppliers,Recruit Express Pte Ltd,396.61,1,1
CPF000ETT15000016,Tender for Panel of Recruitment Agencies for Temporary Staff,Central Provident Fund Board,02-09-2015,Awarded to Suppliers,SEACARE MANPOWER SERVICES PTE LTD,657.3,1,1
CPF000ETT15000016,Tender for Panel of Recruitment Agencies for Temporary Staff,Central Provident Fund Board,02-09-2015,Awarded to Suppliers,TEMPSERV PTE.LTD.,592.4,1,1
CPF000ETT15000017,Tender for the Supply of Managed Print Services,Central Provident Fund Board,22-09-2015,Awarded to Suppliers,CANON SINGAPORE PTE. LTD.,15385.13,1,1
CPF000ETT15000018,"Tender to Replace Car Park System including 3 Years Comprehensive Maintenance at CPF Tampines, Bishan And Jurong Buildings",Central Provident Fund Board,18-09-2015,Awarded to Suppliers,FERMAX ASIA PACIFIC PTE. LTD.,97800,1,1
CPF000ETT15000019,Tender for the Installation and Maintenance of Integrated Voice and Video Recording System,Central Provident Fund Board,12-11-2015,Awarded to Suppliers,ATT SYSTEMS (S'PORE) PTE LTD,306600,1,1
CPF000ETT15000020,"Installation of Switchgear, Transformers, Switchboards and Outdoor Generators at CPF Tampines Building",Central Provident Fund Board,22-07-2016,Awarded to Suppliers,LIAN HUAH ENGINEERING PTE LTD,1879800,1,1
CPF000ETT15000023,"Tender for ""Delivering Excellent Service Through Effective Writing"" course for year 2015 and 2016",Central Provident Fund Board,03-11-2015,Awarded to Suppliers,ANNE LEONG HRD CONSULTING,41500,1,1
CPF000ETT15000025,Off-Site Document Storage and Auxiliary Services,Central Provident Fund Board,12-05-2016,Awarded to Suppliers,RECALL TOTAL INFORMATION MANAGEMENT PTE. LTD.,1476240,1,1
CPF000ETT15000026,"Tender for Nominated Sub-Contract for Professional Move Logistic Services to Shift Furniture, Machines, Equipment, Miscellaneous Items and Documents",Central Provident Fund Board,21-09-2015,Awarded to Suppliers,COLLIN'S MOVERS PTE. LTD.,142000,1,1
CPF000ETT15000028,Tender for Consultancy Services for Design-led Programme to Drive Service Excellence,Central Provident Fund Board,30-09-2015,Awarded to Suppliers,THINKPLACE SINGAPORE PTE. LTD.,278650,1,1
CPF000ETT15000029,"Tender for the Supply, Delivery, Installation, Testing, Commissioning, Warranty, Maintenance and Professional Services for AS/400 Hardware and System Software",Central Provident Fund Board,28-09-2015,Awarded to Suppliers,S & I Systems Pte Ltd,629000,1,1
CPF000ETT15000031,"TENDER FOR TAILORING, SUPPLY AND DELIVERY OF MADE-TO-MEASURE UNIFORMS FOR CUSTOMER SERVICE EXECUTIVES (CSES) FOR A PERIOD OF ONE (1) YEAR WITH THE OPTION TO EXTEND ANNUALLY FOR TWO (2) YEARS",Central Provident Fund Board,24-12-2015,Awarded to Suppliers,BARON ASIA GROUP PTE. LTD.,295.8,1,1
CPF000ETT15000034,Consultancy Services for Replacement of External Facade with Metal Cladding for CPF Bishan Building,Central Provident Fund Board,08-06-2016,Awarded to Suppliers,MEINHARDT FACADE TECHNOLOGY (S) PTE LTD,90000,1,1
CPF000ETT15000035,Consultancy Services for Replacement of External Facade with Metal Cladding for CPF Bishan Building,Central Provident Fund Board,05-02-2016,Awarded to No Suppliers,Unknown,0,1,1
CPF000ETT15000036,Tender for Design and Build of Service Centre,Central Provident Fund Board,11-02-2016,Awarded to Suppliers,ID.INC INTERIORS PTE LTD,701650,1,1
CPF000ETT15000037,Media Planning and Buying Services,Central Provident Fund Board,08-04-2016,Awarded to Suppliers,GROUPM MEDIA PRODUCTS PTE. LTD.,51.25,1,1
CPF000ETT15000041,TENDER FOR PANEL OF IT FIRMS TO PROVIDE IT SECURITY SERVICES,Central Provident Fund Board,07-03-2016,Awarded to Suppliers,CENTURION INFORMATION SECURITY PTE. LTD.,2400,1,1
CPF000ETT15000041,TENDER FOR PANEL OF IT FIRMS TO PROVIDE IT SECURITY SERVICES,Central Provident Fund Board,07-03-2016,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,2600,1,1
CPF000ETT15000041,TENDER FOR PANEL OF IT FIRMS TO PROVIDE IT SECURITY SERVICES,Central Provident Fund Board,07-03-2016,Awarded to Suppliers,MWR INFOSECURITY PTE. LTD.,5000,1,1
CPF000ETT15000041,TENDER FOR PANEL OF IT FIRMS TO PROVIDE IT SECURITY SERVICES,Central Provident Fund Board,07-03-2016,Awarded to Suppliers,SEC CONSULT SINGAPORE PTE. LTD.,3187.5,1,1
CPF000ETT15000041,TENDER FOR PANEL OF IT FIRMS TO PROVIDE IT SECURITY SERVICES,Central Provident Fund Board,07-03-2016,Awarded to Suppliers,VANTAGE POINT SECURITY PTE. LTD.,3750,1,1
CPF000ETT15000042,Replace Automatic Fire Sprinkler Water Tank and Manual Fire Fighting Hose Reel Water Tank.,Central Provident Fund Board,23-03-2016,Awarded to Suppliers,NKH BUILDING SERVICES PTE. LTD.,98000,1,1
CPF000ETT15000043,ONLINE ENGAGEMENT STRATEGY DEVELOPMENT AND OPERATIONAL SUPPORT,Central Provident Fund Board,15-03-2016,Awarded to Suppliers,WILD ADVERTISING & MARKETING PTE. LTD.,207700,1,1
CPF000ETT15000045,Provision of Event Management Services,Central Provident Fund Board,19-02-2016,Awarded to Suppliers,FIRST WAVE PTE. LTD.,5170,1,1
CPF000ETT15000048,Provision of Business Process/Job Redesign Course,Central Provident Fund Board,17-05-2016,Awarded to Suppliers,SOLUTIONSATWORK PTE. LTD.,88800,1,1
CPF000ETT16000002,EMPLOYER BRANDING AND RECRUITMENT ADVERTISING SERVICES,Central Provident Fund Board,31-05-2016,Awarded to Suppliers,STARLIGHT ADVERTISING (PTE) LTD.,43879.1,1,1
CPF000ETT16000006,Maintenance Support for Network Equipment,Central Provident Fund Board,12-05-2016,Awarded to Suppliers,3D NETWORKS SINGAPORE PTE. LTD.,75000,1,1
CPF000ETT16000006,Maintenance Support for Network Equipment,Central Provident Fund Board,12-05-2016,Awarded to Suppliers,FUJITSU ASIA PTE LTD,39248.25,1,1
CPF000ETT16000007,Implementation and Maintenance of Learning Management System,Central Provident Fund Board,18-08-2016,Awarded to Suppliers,MQ SPECTRUM PTE. LTD.,387750,1,1
CPF000ETT16000008,"Supply, Installation and Maintenance of Network Encryptors",Central Provident Fund Board,01-06-2016,Awarded to Suppliers,NCS PTE. LTD.,581210,1,1
CPF000ETT16000009,Audit Services for Workfare Income Supplement (WIS) and Workfare Special Bonus (WSB) Scheme,Central Provident Fund Board,23-05-2016,Awarded to Suppliers,ERNST & YOUNG LLP,143700,1,1
CPF000ETT16000013,Tableau Software and Support Services,Central Provident Fund Board,18-05-2016,Awarded to Suppliers,Knowledge Management Solutions Pte Ltd,36740,1,1
CPF000ETT16000014,Re-Architecting IT Business Applications - Implementation of Customised Framework and Technical Architecture,Central Provident Fund Board,18-10-2016,Awarded to Suppliers,ACCENTURE PTE LTD,22835000,1,1
CPF000ETT16000014,Re-Architecting IT Business Applications - Implementation of Customised Framework and Technical Architecture,Central Provident Fund Board,18-10-2016,Awarded to Suppliers,IBM SINGAPORE PTE LTD,1233000,1,1
CPF000ETT16000015,"Request for Proposal (RFP) to Appoint an Integrated Agency to Plan, Conceptualise and Execute an Outreach Campaign for Working Adults",Central Provident Fund Board,14-07-2016,Awarded to Suppliers,KINGSMEN OOH-MEDIA PTE. LTD.,573442,1,1
CPF000ETT16000018,Period Contract for Supervisory Management Skills Training Programme,Central Provident Fund Board,18-07-2016,Awarded to Suppliers,DISTINCTIONS ASIA PTE. LTD.,8900,1,1
CPF000ETT16000021,Appointment of a Panel of Subject Matter Experts to Provide Investigation-Related Services,Central Provident Fund Board,22-07-2016,Awarded to Suppliers,ERNST & YOUNG ADVISORY PTE. LTD.,41169,1,1
CPF000ETT16000021,Appointment of a Panel of Subject Matter Experts to Provide Investigation-Related Services,Central Provident Fund Board,22-07-2016,Awarded to Suppliers,KORDAMENTHA PTE. LTD.,72032,1,1
CPF000ETT16000021,Appointment of a Panel of Subject Matter Experts to Provide Investigation-Related Services,Central Provident Fund Board,22-07-2016,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,85280,1,1
CPF000ETT16000021,Appointment of a Panel of Subject Matter Experts to Provide Investigation-Related Services,Central Provident Fund Board,22-07-2016,Awarded to Suppliers,KROLL ASSOCIATES (S) PTE LTD,56712,1,1
CPF000ETT16000021,Appointment of a Panel of Subject Matter Experts to Provide Investigation-Related Services,Central Provident Fund Board,22-07-2016,Awarded to Suppliers,PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,85200,1,1
CPF000ETT16000022,"Design, Build and Maintain Uninterruptible Power Supply System",Central Provident Fund Board,29-08-2016,Awarded to Suppliers,Pro-Matrix Pte Ltd,2033653,1,1
CPF000ETT16000023,Design and Build of a Service Centre and Provision of System Maintenance Services,Central Provident Fund Board,14-09-2016,Awarded to Suppliers,D' PERCEPTION SINGAPORE PTE. LTD.,1892453.95,1,1
CPF000ETT16000024,Provision of Facilities Management Services,Central Provident Fund Board,20-10-2016,Awarded to Suppliers,CHAMBERS PROPERTY MANAGEMENT S ERVICES PTE LTD,8270000,1,1
CPF000ETT16000025,"Design, Implementation and Maintenance of File Storage and Management System",Central Provident Fund Board,28-07-2016,Awarded to Suppliers,AVEPOINT SINGAPORE PTE. LTD.,96153.49,1,1
CPF000ETT16000028,"Development, Implementation and Maintenance of Queue Management System",Central Provident Fund Board,21-10-2016,Awarded to Suppliers,ATT SYSTEMS (S'PORE) PTE LTD,736594,1,1
CPF000ETT16000029,Period Contract for Ad-hoc Alteration and Addition Works at CPFB Offices,Central Provident Fund Board,14-10-2016,Awarded to Suppliers,CBM PTE. LTD.,202250,1,1
CPF000ETT16000029,Period Contract for Ad-hoc Alteration and Addition Works at CPFB Offices,Central Provident Fund Board,14-10-2016,Awarded to Suppliers,DAVOE CREATIVE PTE. LTD.,202250,1,1
CPF000ETT16000029,Period Contract for Ad-hoc Alteration and Addition Works at CPFB Offices,Central Provident Fund Board,14-10-2016,Awarded to Suppliers,ID.INC INTERIORS PTE LTD,202250,1,1
CPF000ETT16000029,Period Contract for Ad-hoc Alteration and Addition Works at CPFB Offices,Central Provident Fund Board,14-10-2016,Awarded to Suppliers,MACTECH ENGINEERING & TRADING PTE. LIMITED,202250,1,1
CPF000ETT16000031,Maintenance of Air-Conditioning System and Chillers at all CPFB Buildings,Central Provident Fund Board,26-09-2016,Awarded to Suppliers,SANYO ENGINEERING & CONSTRUCTION INC.,583100,1,1
CPF000ETT16000038,"Supply of Software and Professional Services to Design, Implement and Maintain On-Premise Managed File Transfer System",Central Provident Fund Board,24-11-2016,Awarded to Suppliers,DELOITTE & TOUCHE ENTERPRISE RISK SERVICES PTE LTD,473047.16,1,1
CPF000ETT16000041,Period Contract for Supply and Delivery of Printer Consumables,Central Provident Fund Board,07-12-2016,Awarded to Suppliers,RICOH (SINGAPORE) PTE LTD,98710,1,1
CPF000ETT16000043,"Supply, Delivery and Installation of Optical Network Dense Wavelength Division Multiplexing (DWDM)",Central Provident Fund Board,02-12-2016,Awarded to Suppliers,SINGAPORE TELECOMMUNICATIONS LIMITED,191520,1,1
CPF000ETT16000043,"Supply, Delivery and Installation of Optical Network Dense Wavelength Division Multiplexing (DWDM)",Central Provident Fund Board,02-12-2016,Awarded to Suppliers,STARHUB LTD.,149000,1,1
CPM000ETT15000001,"Proposed Design and Build of an 8th Storey Office Unit #08-01 at HDB Hub, East Wing 480 Lorong 6 Toa Payoh, Singapore 310480.",Centre for Public Project Management,06-02-2015,Awarded to Suppliers,VALENCIA DESIGN PTE. LTD.,222000,1,1
CPM000ETT15000002,Tenderers with EPPU registration under the supply head EPU/SER/34 (Consultancy Services) at Financial Grade S2 and above are invited to participate in this tender.,Centre for Public Project Management,09-12-2015,Awarded to Suppliers,JCP CONSULTANCY INTERNATIONAL LIMITED,24900,1,1
CPM000ETT15000002,Tenderers with EPPU registration under the supply head EPU/SER/34 (Consultancy Services) at Financial Grade S2 and above are invited to participate in this tender.,Centre for Public Project Management,09-12-2015,Awarded to Suppliers,THE AUSTRALIAN CENTRE FOR VALUE MANAGEMENT PTY LTD,46500,1,1
CRA000ETT14000011,Procurement of Comprehensive Maintenance for SAN Infrastructure Equipment for the Casino Regulatory Authority of Singapore,Casino Regulatory Authority,23-01-2015,Awarded to No Suppliers,Unknown,0,1,1
CRA000ETT15000005,ITT for Provision of Receptionist Service for a period of Two Years with the Option to Extend One Year for the Casino Regulatory Authority of Singapore,Casino Regulatory Authority,08-05-2015,Awarded to Suppliers,RMA CONTRACTS PTE. LTD.,100080,1,1
CRA000ETT15000006,Invitation to Tender Provision of Cleaning Services for a Period of Two (2) Years with an Option to Extend Another One (1) Year for The Casino Regulatory Authority of Singapore,Casino Regulatory Authority,16-06-2015,Awarded to Suppliers,Sun City Maintenance Pte. Ltd.,216000,1,1
CRA000ETT15000009,"ITT for Media Monitoring Services for 12 months period, with options to extend for another 1 + 1 years",Casino Regulatory Authority,17-06-2015,Awarded to Suppliers,NEWS SEARCH (SINGAPORE) PTE. LTD.,118800,1,1
CRA000ETT15000011,"An open tender for the supply, delivery, installation, testing and commissioning of the Games Equipment System (GAMES) for Casino Regulatory Authority with an option for support and maintenance for 4 years.",Casino Regulatory Authority,23-12-2015,Awarded to Suppliers,ST ELECTRONICS (INFO-SOFTWARE SYSTEMS) PTE. LTD.,1628750,1,1
CRA000ETT16000001,ITT FOR THE PROVISION OF DATA CENTRE COOLING INFRASTRUCTURE TECHNOLOGY REFRESH AND EQUIPMENT MAINTENANCE FOR THE CASINO REGULATORY AUTHORITY OF SINGAPORE,Casino Regulatory Authority,03-03-2016,Awarded to Suppliers,FUJITSU ASIA PTE LTD,744000,1,1
CRA000ETT16000002,Provision of Financial Lines Insurance Covers for a period of Two Years with the Option to Extend One Year for the Casino Regulatory Authority of Singapore,Casino Regulatory Authority,23-11-2016,Awarded to Suppliers,AXA INSURANCE SINGAPORE PTE LTD,61950,1,1
CRA000ETT16000002,Provision of Financial Lines Insurance Covers for a period of Two Years with the Option to Extend One Year for the Casino Regulatory Authority of Singapore,Casino Regulatory Authority,23-11-2016,Awarded to Suppliers,NEWLINE ASIA SERVICES PTE. LTD.,38900,1,1
CRA000ETT16000003,ITT - Provision of Insurance Policies to CRA for a Period of Twenty-Four (24) Months with Two Options to Extend for Twelve (12) Months Each.,Casino Regulatory Authority,29-12-2016,Awarded to Suppliers,MS FIRST CAPITAL INSURANCE LIMITED,59028.7,1,1
CRA000ETT16000005,"Replacement Of Door Access Control System To Support SSID PS Card With Integrated Alert Monitoring And Intrusion Detection Functions And Provision Of Comprehensive Maintenance For A Base Period Of Forty-Eight (48) Months, With Two Options To Extend For Twelve (12) Months Each.",Casino Regulatory Authority,11-01-2016,Awarded to Suppliers,CERTIS TECHNOLOGY (SINGAPORE) PTE. LTD.,103290,1,1
CSC000ETT14000013,INVITATION TO TENDER FOR A PERIOD CONTRACT FOR PROVISION OF PHOTOGRAPHY SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,07-01-2015,Awarded to Suppliers,AAXONN PTE. LTD.,1399.9,1,1
CSC000ETT14000013,INVITATION TO TENDER FOR A PERIOD CONTRACT FOR PROVISION OF PHOTOGRAPHY SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,07-01-2015,Awarded to Suppliers,DANCING BEAR PRODUCTIONS PTE. LTD.,1649.2,1,1
CSC000ETT14000013,INVITATION TO TENDER FOR A PERIOD CONTRACT FOR PROVISION OF PHOTOGRAPHY SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,07-01-2015,Awarded to Suppliers,Picture Communication,2551,2,1
CSC000ETT14000013,INVITATION TO TENDER FOR A PERIOD CONTRACT FOR PROVISION OF PHOTOGRAPHY SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,07-01-2015,Awarded to Suppliers,RAY PHOTOGRAPHY,1493,2,1
CSC000ETT14000017,"TENDER FOR THE AUDIT OF GROUP FINANCIAL STATEMENTS FOR FINANCIAL YEAR ENDING 31 MARCH 2015 (FY2014), WITH AN OPTION TO APPOINT THE EXTERNAL AUDITOR ON AN ANNUAL BASIS FOR ANOTHER FOUR YEARS (FY2015, FY2016, FY2017 & FY2018)",Civil Service College,21-01-2015,Awarded to Suppliers,FOO KON TAN LLP,50000,2,1
CSC000ETT14000018,INVITATION TO TENDER FOR CSC WEBSITE MAINTENANCE FOR CIVIL SERVICE COLLEGE,Civil Service College,10-02-2015,Awarded to Suppliers,NCS PTE. LTD.,320130.3,2,1
CSC000ETT14000020,INVITATION TO TENDER FOR THE PROVISION OF DATA COLLECTION AND DATA ANALYSIS SERVICES FOR A TIME USE SURVEY,Civil Service College,05-02-2015,Awarded to Suppliers,INRESEARCH PTE. LTD.,62800,2,1
CSC000ETT14000023,INVITATION TO TENDER FOR THE DEVELOPMENT OF A TRAINING ANALYTICS FOR THE PUBLIC SERVICE (TAPS) SYSTEM FOR CIVIL SERVICE COLLEGE,Civil Service College,16-09-2015,Awarded to Suppliers,NCS PTE. LTD.,889503.95,2,1
CSC000ETT15000001,"INVITATION TO TENDER FOR THE SUPPLY, IMPLEMENTATION, NETWORKING, INSTALLATION AND COMMISSIONING OF THE INTERACTIVE DIGITAL SIGNAGE SYSTEMS",Civil Service College,05-03-2015,Awarded to Suppliers,PRESTIGE SOLUTIONS PTE. LTD.,32000,2,1
CSC000ETT15000004,REQUEST FOR PROPOSAL FOR RESEARCH STUDY ON EXPECTATIONS OF PUBLIC SERVICE'S DELIVERY FOR CIVIL SERVICE COLLEGE,Civil Service College,01-07-2015,Awarded to Suppliers,TRUTH CONSULTING PTE. LTD.,34900,2,1
CSC000ETT15000005,INVITATION TO TENDER FOR THE REFURBISHMENT OF TRAINING ROOMS IN CIVIL SERVICE COLLEGE AT 31 NORTH BUONA VISTA ROAD,Civil Service College,16-03-2015,Awarded to Suppliers,HON BUILDER PTE. LTD.,1069220,2,1
CSC000ETT15000006,INVITATION TO TENDER FOR THE VENUE PACKAGE FOR PUBLIC SERVICE STAFF CONFERENCE 2015,Civil Service College,13-04-2015,Awarded to Suppliers,SINGEX VENUES PTE. LTD.,83550,2,1
CSC000ETT15000007,INVITATION TO TENDER FOR THE PROVISION OF MANPOWER SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,21-01-2016,Awarded to Suppliers,GMP TECHNOLOGIES (S) PTE LTD,368,2,1
CSC000ETT15000007,INVITATION TO TENDER FOR THE PROVISION OF MANPOWER SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,21-01-2016,Awarded to Suppliers,JOBSTER PRIVATE LTD.,690.7,2,1
CSC000ETT15000007,INVITATION TO TENDER FOR THE PROVISION OF MANPOWER SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,21-01-2016,Awarded to Suppliers,NSEARCH GLOBAL PTE. LTD.,103.57,2,1
CSC000ETT15000007,INVITATION TO TENDER FOR THE PROVISION OF MANPOWER SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,21-01-2016,Awarded to Suppliers,Recruit Express Pte Ltd,756.4,2,1
CSC000ETT15000007,INVITATION TO TENDER FOR THE PROVISION OF MANPOWER SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,21-01-2016,Awarded to Suppliers,SERVICE CONNECTIONS HR CONSULTANCY PTE. LTD.,621.8,2,1
CSC000ETT15000008,"TENDER FOR THE PROVISION OF INTERNAL AUDIT SERVICES FOR THE FINANCIAL YEAR ENDING 31 MARCH 2016(FY2015),WITH AN OPTION TO EXTEND ON AN ANNUAL BASIS FOR ANOTHER TWO YEARS(FY2016&FY2017)",Civil Service College,02-07-2015,Awarded to Suppliers,ERNST & YOUNG ADVISORY PTE. LTD.,36260,2,1
CSC000ETT15000009,INVITATION TO TENDER FOR THE VENUE PACKAGE FOR THE PEOPLE MATTERS CONFERENCE 2015,Civil Service College,12-06-2015,Awarded to Suppliers,RESORTS WORLD AT SENTOSA PTE. LTD.,137975,2,1
CSC000ETT15000010,"INVITATION TO TENDER FOR THE PROVISION OF MEALS, TRANSPORT, LIAISON AND LOGISTICS SERVICES FOR TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",Civil Service College,26-10-2015,Awarded to Suppliers,BEPA CONSULTANT INTERNATIONAL,6796,2,1
CSC000ETT15000010,"INVITATION TO TENDER FOR THE PROVISION OF MEALS, TRANSPORT, LIAISON AND LOGISTICS SERVICES FOR TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",Civil Service College,26-10-2015,Awarded to Suppliers,EBUS EXPRESS PTE. LTD.,4832,2,1
CSC000ETT15000010,"INVITATION TO TENDER FOR THE PROVISION OF MEALS, TRANSPORT, LIAISON AND LOGISTICS SERVICES FOR TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",Civil Service College,26-10-2015,Awarded to Suppliers,GOLDEN TRAVEL SERVICES PTE LTD,5665,2,1
CSC000ETT15000010,"INVITATION TO TENDER FOR THE PROVISION OF MEALS, TRANSPORT, LIAISON AND LOGISTICS SERVICES FOR TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",Civil Service College,26-10-2015,Awarded to Suppliers,HEE PENG LIANG,5704.9,2,1
CSC000ETT15000010,"INVITATION TO TENDER FOR THE PROVISION OF MEALS, TRANSPORT, LIAISON AND LOGISTICS SERVICES FOR TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",Civil Service College,26-10-2015,Awarded to Suppliers,LIAISON NETWORK,7495,2,1
CSC000ETT15000010,"INVITATION TO TENDER FOR THE PROVISION OF MEALS, TRANSPORT, LIAISON AND LOGISTICS SERVICES FOR TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",Civil Service College,26-10-2015,Awarded to Suppliers,NG ENG LEE BUS SERVICE AND EXCURSION BUS,4513,2,1
CSC000ETT15000011,TENDER FOR THE DESIGN AND DEVELOPMENT OF WRITTEN COMMUNICATION AND PRESENTATION COURSES FOR CIVIL SERVICE COLLEGE,Civil Service College,26-02-2016,Awarded to Suppliers,EDVANTEDGE PRIVATE LIMITED,112000,2,1
CSC000ETT15000011,TENDER FOR THE DESIGN AND DEVELOPMENT OF WRITTEN COMMUNICATION AND PRESENTATION COURSES FOR CIVIL SERVICE COLLEGE,Civil Service College,26-02-2016,Awarded to Suppliers,LIN TZER LIANG BENEDICT CHRISTOPHER,44500,2,1
CSC000ETT15000012,INVITATION TO TENDER FOR THE PERIOD CONTRACT FOR PROVISION OF CATERING SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,17-09-2015,Awarded to Suppliers,Brinda's Pte Ltd,674,2,1
CSC000ETT15000012,INVITATION TO TENDER FOR THE PERIOD CONTRACT FOR PROVISION OF CATERING SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,17-09-2015,Awarded to Suppliers,CASSEROLE CATERING SERVICES PTE. LTD.,547,2,1
CSC000ETT15000012,INVITATION TO TENDER FOR THE PERIOD CONTRACT FOR PROVISION OF CATERING SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,17-09-2015,Awarded to Suppliers,CONTINENTAL DELIGHT CATERING SERVICES PTE. LTD.,785.5,2,1
CSC000ETT15000012,INVITATION TO TENDER FOR THE PERIOD CONTRACT FOR PROVISION OF CATERING SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,17-09-2015,Awarded to Suppliers,ELSIE'S KITCHEN CATERING SERVICES PTE. LTD.,785.5,2,1
CSC000ETT15000012,INVITATION TO TENDER FOR THE PERIOD CONTRACT FOR PROVISION OF CATERING SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,17-09-2015,Awarded to Suppliers,PANG CATERING,444,2,1
CSC000ETT15000012,INVITATION TO TENDER FOR THE PERIOD CONTRACT FOR PROVISION OF CATERING SERVICES TO CIVIL SERVICE COLLEGE,Civil Service College,17-09-2015,Awarded to Suppliers,THYME FOOD & SERVICES PTE. LTD.,638.75,2,2
CSC000ETT15000014,INVITATION TO TENDER FOR THE SUBSCRIPTION OF ILOD ONLINE FEEDBACK AND ASSESSMENT SYSTEM (ILOD-OFA),Civil Service College,27-01-2016,Awarded to Suppliers,JUSTLOGIN PTE LTD,127500,2,2
CSC000ETT15000015,"INVITATION TO TENDER FOR THE NON-COMPREHENSIVE MAINTENANCE OF AIRCONDITIONING & MECHANICAL VENTILATION SYSTEMS, MECHANICAL & ELECTRICAL SERVICES, LIGHTINGS, FIRE PROTECTION & FIGHTING SYSTEMS, SANITARY & PLUMBING SYSTEM, BUILDERS WORKS AND CIVIL DEFENCE (CD) SHELTER FOR CIVIL SERVICE COLLEGE FOR THREE (3) YEARS",Civil Service College,28-09-2015,Awarded to Suppliers,ACESIAN STAR (S) PTE. LTD.,514080,2,2
CSC000ETT15000016,INVITATION TO TENDER FOR APPOINTMENT OF TRAINING VENUE PROVIDER(S) FOR THE PROVISION OF TRAINING VENUES AND RELATED FACILITIES & SERVICES FOR THE HOSTING OF TRAINING PROGRAMMES FOR CIVIL SERVICE COLLEGE FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER ONE (1) YEAR,Civil Service College,08-12-2015,Awarded to Suppliers,SINGAPORE MANAGEMENT UNIVERSITY,6900,2,2
CSC000ETT15000017,PERIOD CONTRACT FOR THE PROVISION OF ON-SITE PRINTING SERVICES FOR CIVIL SERVICE COLLEGE FOR A PERIOD OF THREE (3) YEARS,Civil Service College,11-11-2015,Awarded to Suppliers,ALL-BEST PHOTOCOPY & PRINTING,14.34,2,2
CSC000ETT15000018,"INVITATION TO TENDER FOR THE PROVISION OF HOTEL ACCOMMODATION, SEMINAR PACKAGE AND DINNER IN OCTOBER-NOVEMBER 2015",Civil Service College,23-10-2015,Awarded to Suppliers,"ORCHARD RENDEZVOUS HOTEL, SINGAPORE",76076,2,2
CSC000ETT15000019,INVITATION TO TENDER FOR THE SUBSCRIPTION OF TRAINING LIBRARY OF VIDEO LESSONS AND DEVELOPMENT OF CUSTOMISED VIDEOS IN MICROLEARNING FORMAT WITH LEARNING ADVISORY,Civil Service College,20-01-2016,Awarded to Suppliers,"GROVO LEARNING, INC.",63013.3,2,2
CSC000ETT16000001,INVITATION TO TENDER FOR THE PRODUCTION AND DELIVERY OF CORPORATE STATIONERY FOR CIVIL SERVICE COLLEGE FOR A PERIOD OF TWO YEARS (2) WITH AN OPTION TO EXTEND FOR ANOTHER ONE YEAR,Civil Service College,27-04-2016,Awarded to Suppliers,Milton Press Co Pte Ltd,0.06,2,2
